fonte;categoria;Loja;titulo;preco;url_produto
mercadolivre;Celulares e Telefones;Apple;Apple iPhone 15 (256 GB) - Azul - Distribuidor Autorizado;4.589;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=47CyFGTn77Oys9DfBgZaPYTpgWKdLHE1u20OhvCK0%2FGBxXsAo9s8DLFf%2FMlFrfFTnyDXTBAqsp0JLdGF39kKB7x6RVgb%2BJPjJFim1d8vTzQJtdXBJ8vsUFy7yJLGb1yebagXVZH%2FrH5I4eL3%2F59JhE05ZIGcqixFyhH%2F9CXvT1ZO30JhbufhGibjzf8ncECFyJJ4m394TZhqERrJDz6FQ9AvV189HZ%2BoAooluwefK5XbX173xoKOuGLBOMblMGaxObXdVzqdtDByKGljaWTd4ONclYOgTnx8m%2BgY7c8d9vJArrPWlZyAVf7gM0%2BWXw49Ftbr6GbIN3jJXRSBQNEwO1NMlK%2Bxl4ZdNN%2B2KLTXLVYJ2UErMyTrHXjMdzShbKw8f%2BKLcHG5KQgLZ%2FlAt3sGS%2BGGr8RLD2FqyxVYTihizXaWyLLWJtmXGJWWuNbeHhaxP334vP69ZFyjzTpeA25%2FeVX8vu%2BXJdVeo73wZpp6%2B0%2B%2BsIwxnCaME0vZ0S6BPcSnIjBmJXU2NS%2F84tjfnFZR%2FoiOtOwiw29yEC1nuR3EKAGGoHHtsepnVIHcq10TKWrx00hkOyp7Fum6wJFKAkok5US3%2FMAmvFt8WYAQxyKTAhLleSiCtO45Hs9Th9fO5T3xKlOPfmhgNvY0cHZVxO%2FvRUfqRLFCGhP2WpiCG1kNQXFnkisWFmZstuDubDXYAD7zKEdYa0B%2BojilrHlUbq8JMs6C%2FTLfv5gJNxQv5JNx3FYDSK8561kXba9KgcxVLJNOLe4rxKF7nGhKIUfjUrMDDh42mYJ0kYDhvuR2mnutOs4t3bL3EaPKwlK0cZdjiDo1JwNdaDImfIaM4QjoZmVWQQziN35F%2BD565kaMViqk%2Fcy2UFIzuEO3yO423kBn1QLhTR2drljcDOQOF15sYDfs3N%2FJNWDLKxLW3C94ohAht%2FEhG3Hr7SKD4YH9XRj1Yngi99SkDO1jfmdfmV%2FiEEHai0TaLei5&pdp_filters=item_id%3AMLB4509857198#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1027172673&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4509857198&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 16e (128 GB) - Preto - Distribuidor Autorizado;3.599;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=cD40ye5AS0IX46Y1DtvmSJe4vf9WxEww5XqSCVGXgUW55HtXN3n1MNGN1SP1HSOKIcAr2ruNY%2BpjcUIPEgrmeV8rVcP6RUxXHU9nBtu5mHDWTibL6OMpxwbkYxeGELKredvTsGX%2BdSBTWF%2BJsBS0JHmcJrUiEIhUYdPJRfUjbvh8HDE1R8GOO2lM9%2FWnvvpqXKTtdzzgmmtq7gCeryDZ3CShYI%2BK04OS5ZC2G6IT6w4qqJ1avlz4oxQ3ieicgE6HoiAnjw3WeIN1dZioC5zIaQ6BLOugGAcX%2F2rVMQEGrcK80gOZ8p%2BdtE4l9c2skKl3yKuw4GFy52dr4N02iaqiP5yTXYP49eEw4zsaTqGyfSvOSf0fqjVkm1UomilhGhRMCV%2Bq1otW1bMXb1dtHaL6W58BH6fCnGJU9DDuyhB7YsprGRl6zYZi1n61aFOyhN%2FFhRf0%2BTmM3wWsr0ctY2DreDFE2w495qxx%2B%2BAFp5yOW9HaXJA1ANIRha8bUDYH7lt1OMHgNOHMpdCRwluPqbG%2Fgu3BmBb0vn47%2BdIFBPa8u0ruB74CcR%2F6uhugjkKzSb4gipQv4X3hM76djpg5zExD8IuyCu9Ls8rH%2BUk3HRCgwpmC%2B8phkJR2Uq4XF0f6XuL9gl96iwszt1mhkhv4FoHXg%2FobwHJolOeCucPlBv24AyqSX1ILFTFqZ0sAjhdEKVj%2FSy83VLvVChCw1lackjAofqBmVbD5kASArX%2B%2FIhVWsv7dV5RDlDLpCioxSTsoQQPTMA9MrsXbPhSjaeB8PbrBuD7lGwLO0BchzNnfM6aKmbfA9G6ERa7Mo6woj25XFHd9Ke%2Fu3PKXiiHUiAfiMiwU1eJ7IeSohFpaGaiAdjKb3ZRVVAfu6ZI5ovzTAXYV10%2FUXCHIy8McfH5J1NGA9brU5Iv7ylfo3iE9ji9UM3nUHwKdWiFBu3FVwDoKLLG8wict9kU6NGoUM27XjeZJWdSx&pdp_filters=item_id%3AMLB3986439067#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1046215784&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB3986439067&sid=search
mercadolivre;Celulares e Telefones;Apple;Apple iPhone 16 (256 GB) - Rosa - Distribuidor Autorizado;5.000;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=q%2FzbqGO8Vt3otV9z91sRYmRjUN0eDS8HvyM47H6xeQFqNrCJisZWkwnF%2Bvs75gcppdMJOcJoDBIdYIWYXYppeKy0tYJmA%2FcP3vwrS0KdzsoP4FXMpznNWBNuOPMkyIA0hPFw%2BXSZTs2PJSRQzZbC3izWDkTMrzUz5m1uMMiIoossWgEEv5sAwpklTYFpTl5D437asgJNgrWoQmB15wIyg1PohGU5IZp3p8Npa1wnHE2npQE4TpF0Jh6pck7R0wR%2BAfwv4kJLL0nErP4LTsT7Dcpu8uJBrYu9ZQ%2BxHxtEP3W8fJZRt7NSdPlk59Wmm0wktizHNgDYh02Lo9ZSLPs824cirJJZe53MkzZ7mvulrg%2BRQhWCYgvfAdabY66Va3dYMxVy0Mk29Ah4Seqn%2BE7ZZT1jhI4iu6kI1%2FcFkuZEXcaU%2FW3PiKCu90WE4ph56LkRhAR9dSIIme8IbaefnbQl6qDLC2t5mXHbUfMPLEOX6QpZJfA2bnZpAZqPrRzmUUJYYRSNqIEt2F0A90lK7p%2FZ2Pps2Dq6lBgzXHqDPwHAIGABFo9A%2B%2F%2FgWGY1LVWB7CLkmr80tyZCv3QSwFBcx%2FBcrXARSqaqUCCTGMlk9zN8XxITKSohN1WF0zkdf%2FYeGViYQ77KmP3HRmTB4hzmER8PDw5mXJh4pgyiy1G5YxOTtIAABMiWMfxoMb1Hyu9A4A9HpEwoVBiffpNu%2B19A48%2FDI0LWjw8J5vGaPHgGdDVaVnm1kgHdwgoqsqcu%2FIXmXeKj9c2AqJ%2FiW%2Fx0R5NkVHrhun7c1WO4j7CTKvD2kvGOctgbs5gG9R1%2FRll0ciT8zV2VFKjFtw%2FZ9E%2BAbjSQmVos8Mg3HcTfWkEye9qBAgkTYLdYPdaL6W3K1XNkqxJxTRBwb3oCwB3lC6%2BojeqKxSc%2F4B3gMD5ACPnMQ0WL0RXglhFw1Uc%2Fj6cJ3WOBmaDINfL6m%2FhpiP%2FngON7pqa4GiaeQXN42mU%3D&pdp_filters=item_id%3AMLB5217693736#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1040287790&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5217693736&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 512 GB - Sálvia - Distribuidor Autorizado;6.290;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KHSJSBCELApYS7gOqlnKCSgaz0CTkCYk4YyspP0eBQelv3sXDocSW84GGVp%2FurLau1TlzMXT%2BZSFqnMqrXZV%2BIs7TwwgIArvhCrlqb%2FK0mFrdfzrzu89zMFEefEUl39f82D7koxmuYNSw9y9WJs4G3HmZRCwlPR6MlHSGGGZNBEImytJer79CGFZAGU6bbLmnwIK63ehjE0x6FKSq3M0P6S4sNe732PaRlSN23j3T8fk6grxXHP403Bqyup6q72q0wpiyRi3bd9Exte8Axl3WraIB4aSqRiURw9ouMTifYvjhc1f%2BlGQul5xuHU4DDwQykuTPTFpqwU%2BQXF%2BUX3%2FszWjEKl1Qax9ppeLVxmUXIJ89IbAWI3laJS3kGvfzaTdn2h91w7JmkK5FO%2BUUy8isJH3XCEFst9BDxveOJawdb6cCUXX9%2BRNhnimFcen0hhbcMsvGYe7rPBwYa8XglKFOHQh9gfpgCwLuPFHZCsWDq2kGGwF4di9%2BPXPC3YjqdhKq%2FST4q%2F0Tj%2FZz37pcmZOUKcuRq2U8xCVstz%2FYFhblP6QXctd%2Fbw9aklvkTDHG%2FKpQa7ywpMbviDsHntTWnKa3vsO0n%2FIVyYL0%2BQktsxyxR%2BhZuIKNgi3WGSd5uGzWfWEX4u0RhLQ36VOfzQN3tTMRPXeqVXYJjMFtedFUPmQYN1GR8oYOFgaaZ1GBcRBQ9RaFdA%2FP7MORBOBzelV9QUBuo9nO0x1G%2Bm%2Bm%2BPscHcyGiNjX2uWk%2FpmcHOeI%2BOZkQMAolY9yHSUjSNpSkOAkIiHIH34duJxbb6JbD8gO0RHBBVXxnjK6sUrIfvyFZHtHHvYk%2Fo93rE7vxDOsPUTl8mrU8HdyhJWhe6SGCs4%2B2jBbH4qqonxfzIvBuW0n1pF51kDPFV4ixmEiKwtkQrb40msfIQzLW5oFEQ%2B4Xa6rj3CyD0fvC49rgNC5wVmeaxiRmZyxgjEH3Wuz1OE2V4SMkH3&pdp_filters=item_id%3AMLB6655261862#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1055309023&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=pad&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB6655261862&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone Air 1 TB - Preto-espacial - somente eSIM - Distribuidor Autorizado;8.518;https://www.mercadolivre.com.br/iphone-air-1tb-preto-espacial-somente-esim-distribuidor-autorizado/p/MLB1054107090#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687348394&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple Iphone 14 128gb Meia-noite - Excelente (Recondicionado);2.248;https://www.mercadolivre.com.br/apple-iphone-14-128gb-meia-noite-excelente-recondicionado/p/MLB2000081745#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4944625073&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 17 Pro 512GB - Laranja-cósmico;9.554;https://www.mercadolivre.com.br/iphone-17-pro-512gb-laranja-cosmico/p/MLB55308793#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4271312221&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 Pro 256 GB Preto-espacial - Excelente (Recondicionado);3.397;https://www.mercadolivre.com.br/apple-iphone-14-pro-256-gb-preto-espacial-excelente-recondicionado/p/MLB2000042457#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5125914179&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone Air 512 GB - Branco-nuvem - somente eSIM - Distribuidor Autorizado;7.493;https://www.mercadolivre.com.br/iphone-air-512gb-branco-nuvem-somente-esim-distribuidor-autorizado/p/MLB1054107102#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687051794&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 (128 GB) - Estelar - Excelente (Recondicionado);2.193;https://www.mercadolivre.com.br/apple-iphone-14-128-gb-estelar-excelente-recondicionado/p/MLB2000012231#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4754750589&sid=search
mercadolivre;Celulares e Telefones;Apple;iPhone 17 Pro Max 2TB - Laranja-cósmico - Distribuidor Autorizado;13.723;https://www.mercadolivre.com.br/iphone-17-pro-max-2tb-laranja-cosmico-distribuidor-autorizado/p/MLB1055308735#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5687335498&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 16 Pro (128 GB) - Titânio branco;6.783;https://www.mercadolivre.com.br/apple-iphone-16-pro-128-gb-titanio-branco/p/MLB40287849#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=36&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4373712691&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 (somente Esim) (128 Gb) - Stellar White (Novo com caixa aberta);2.549;https://www.mercadolivre.com.br/apple-iphone-14-somente-esim-128-gb-stellar-white-novo-com-caixa-aberta/p/MLB2055206289#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=37&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4993357139&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 17 Pro 256GB - Azul-profundo - somente eSIM;7.499;https://www.mercadolivre.com.br/iphone-17-pro-256gb-azul-profundo-somente-esim/p/MLB54106836#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=38&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4546627837&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple Iphone 15 Pro Max 256gb Titânio Preto 5g Original + Nf (Novo com caixa aberta);4.979;https://www.mercadolivre.com.br/apple-iphone-15-pro-max-256gb-titanio-preto-5g-original--nf/up/MLBU4935543784#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=39&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7501363574&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone SE (2nd Generation) 64 GB preto - Excelente (Recondicionado);599;https://www.mercadolivre.com.br/iphone-se-2nd-generation-64-gb-preto-excelente-recondicionado/p/MLB2000030333#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=40&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4579768811&sid=search
mercadolivre;Celulares e Telefones;Apple;Apple iPhone 12 (128 GB) - Roxo - Distribuidor Autorizado;6.839;https://www.mercadolivre.com.br/apple-iphone-12-128-gb-roxo-distribuidor-autorizado/p/MLB1017935586#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=41&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB1963872159&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 Plus (128 GB) - Meia-noite (Novo com caixa aberta);2.799;https://www.mercadolivre.com.br/apple-iphone-14-plus-128-gb-meia-noite-novo-com-caixa-aberta/p/MLB2016202764#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=42&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7355516802&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 17 Pro Max 256GB - Azul-profundo;8.226;https://www.mercadolivre.com.br/iphone-17-pro-max-256gb-azul-profundo/p/MLB55308632#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=43&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5765236508&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone SE (2nd Generation) 128 GB preto - Aceitável (Recondicionado);870;https://www.mercadolivre.com.br/iphone-se-2nd-generation-128-gb-preto-aceitavel-recondicionado/p/MLB2000028463#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=44&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5106811963&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 16e (128 GB) - Preto - Excelente (Recondicionado);3.170;https://www.mercadolivre.com.br/iphone-16e-128-gb-preto-excelente-recondicionado/p/MLB2009150034#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=45&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB4908396777&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 16e (128 GB) - Branco (Novo com caixa aberta);3.198;https://www.mercadolivre.com.br/iphone-16e-128-gb-branco-novo-com-caixa-aberta/p/MLB2015836805#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=46&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5112280513&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple Iphone 13 Pro (256gb) Original Garantia Menor Preço Nf (Novo com caixa aberta);3.388;https://www.mercadolivre.com.br/apple-iphone-13-pro-256gb-original-garantia-menor-preco-nf/up/MLBU4875724616#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=47&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5099437529&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 17 Pro Max 256 GB - Azul-profundo - somente eSIM;8.250;https://www.mercadolivre.com.br/iphone-17-pro-max-256-gb-azul-profundo-somente-esim/p/MLB54106939#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=48&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7536732416&sid=search
mercadolivre;Celulares e Telefones;N/A;Iphone 14 Pro 5g (128gb) Original Garantia Preço Baixo + Nf (Novo com caixa aberta);3.599;https://www.mercadolivre.com.br/iphone-14-pro-5g-128gb-original-garantia-preco-baixo--nf/up/MLBU4863395149#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=49&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5106041065&sid=search
mercadolivre;Celulares e Telefones;N/A;Iphone 15 Pro Max (512gb) Garantia Original Apple 5g C/ Nfe (Novo com caixa aberta);5.147;https://www.mercadolivre.com.br/iphone-15-pro-max-512gb-garantia-original-apple-5g-c-nfe/up/MLBU4901493693#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=50&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7499845476&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone XR 128 GB preto - Bom (Recondicionado);999;https://www.mercadolivre.com.br/iphone-xr-128-gb-preto-bom-recondicionado/p/MLB2000108944#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=51&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5145713035&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 Pro Max (somente Esim) (128 Gb) - Dourado (Novo com caixa aberta);3.899;https://www.mercadolivre.com.br/apple-iphone-14-pro-max-somente-esim-128-gb-dourado-novo-com-caixa-aberta/p/MLB2055206019#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=52&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5048057553&sid=search
mercadolivre;Celulares e Telefones;N/A;iPhone 12 Dual SIM 64 GB preto - Aceitável (Recondicionado);1.273;https://www.mercadolivre.com.br/iphone-12-dual-sim-64-gb-preto-aceitavel-recondicionado/p/MLB2000156692#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=53&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7478649362&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple Iphone 14 128gb Meia-noite - Bom (Recondicionado);2.279;https://www.mercadolivre.com.br/apple-iphone-14-128gb-meia-noite-bom-recondicionado/p/MLB2000081741#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=54&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB6984174832&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 Pro (128 GB) - Roxo-profundo - Excelente (Recondicionado);3.088;https://www.mercadolivre.com.br/apple-iphone-14-pro-128-gb-roxo-profundo-excelente-recondicionado/p/MLB2000137972#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=55&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5138380685&sid=search
mercadolivre;Celulares e Telefones;Trocafy;Apple iPhone 14 (256 Gb) - Meia Noite - Bom (Recondicionado);2.872;https://www.mercadolivre.com.br/apple-iphone-14-256-gb-meia-noite-bom-recondicionado/p/MLB2000017029#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=56&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB3968611579&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 14 Pro (128 GB) - Prateado - Excelente (Recondicionado);3.160;https://www.mercadolivre.com.br/apple-iphone-14-pro-128-gb-prateado-excelente-recondicionado/p/MLB2000038335#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=57&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7552341780&sid=search
mercadolivre;Celulares e Telefones;N/A;Iphone 14 128gb Azul 5g Desbloqueado Original Garantia + Nfe (Novo com caixa aberta);2.633;https://www.mercadolivre.com.br/iphone-14-128gb-azul-5g-desbloqueado-original-garantia--nfe/up/MLBU4822804769#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=58&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7459459862&sid=search
mercadolivre;Celulares e Telefones;N/A;Apple iPhone 15 Pro (somente Esim) (256 Gb) - Titânio natural (Novo com caixa aberta);4.799;https://www.mercadolivre.com.br/apple-iphone-15-pro-somente-esim-256-gb-titanio-natural-novo-com-caixa-aberta/p/MLB2059007778#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=59&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB5065363491&sid=search
mercadolivre;Celulares e Telefones;N/A;Iphone 14 Pro 128gb Preto 5g Original Garantia Nota Fiscal (Novo com caixa aberta);3.476;https://www.mercadolivre.com.br/iphone-14-pro-128gb-preto-5g-original-garantia-nota-fiscal/up/MLBU4947898844#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=60&type=product&tracking_id=c8970a79-f1f4-4328-abba-cd2922ab7d96&wid=MLB7508472216&sid=search
